nom_du_musee,année,region,ville,payant,gratuit,total,id_museofile
Musée des Civilisations : Daniel Pouget,2004,RHONE-ALPES,SAINT-JUST-SAINT-RAMBERT,5998,1677,7675,
Muséum d'Histoire Naturelle,2004,RHONE-ALPES,LYON,88298,0,88298,
Musée des Beaux-Arts,2004,RHONE-ALPES,LYON,150917,99515,250432,
Musée Archéologique,2004,RHONE-ALPES,SAINT-ROMAIN-EN-GAL,20780,53413,74193,
Musée Alsacien,2005,ALSACE,HAGUENAU,3430,0,3430,
Musée de la Chartreuse,2005,ALSACE,MOLSHEIM,3337,79,3416,
Musée de l'Image Populaire de Pfaffenhoffen,2005,ALSACE,PFAFFENHOFFEN,2680,766,3446,
Musée d'Art Moderne et Contemporain de Strasbourg,2005,ALSACE,STRASBOURG,38636,99092,137728,
Musée Archéologique,2005,ALSACE,STRASBOURG,18480,34447,52927,
Musée des Arts Décoratifs,2005,ALSACE,STRASBOURG,20011,35378,55389,
Musée Sundgauvien d'Altkirch,2005,ALSACE,ALTKIRCH,2630,11274,13904,
Musée Historique et Militaire de Huningue,2005,ALSACE,HUNINGE,512,0,512,
Musée Historique,2005,ALSACE,MULHOUSE,0,39467,39467,
Musée Vauban,2005,ALSACE,NEUF-BRISACH,3985,0,3985,
Musée du Papier Peint,2005,ALSACE,RIXHEIM,7588,2191,9779,
Musée de la Chalosse,2005,AQUITAINE,MONTFORT-EN-CHALOSSE,6898,2403,9301,
Musée Bonnat,2005,AQUITAINE,BAYONNE,13733,12971,26704,
Musée Basque et de l'Histoire de Bayonne,2005,AQUITAINE,BAYONNE,20953,9185,30138,
Musée Edmond Rostand,2005,AQUITAINE,CAMBO-LES-BAINS,54812,1775,56587,
Musée des Musiques Populaires - MuPop,2005,AUVERGNE,MONTLUCON,1486,8229,9715,
Musée Anne de Beaujeu,2005,AUVERGNE,MOULINS,10622,0,10622,
Musée Municipal de Souvigny,2005,AUVERGNE,SOUVIGNY,5509,1447,6956,
Musée d'Art et d'Archéologie,2005,AUVERGNE,AURILLAC,992,18646,19638,
Musée des Manufactures de Dentelles,2005,AUVERGNE,RETOURNAC,1954,2404,4358,
Muséum d'Histoire Naturelle Henri-Lecoq,2005,AUVERGNE,CLERMONT-FERRAND,3364,23116,26480,
Musée Alésia,2005,BOURGOGNE,ALISE-SAINTE-REINE,4178,659,4837,
Musée des Beaux-Arts,2005,BOURGOGNE,BEAUNE,1651,1083,2734,
Muséum - Jardin des Sciences,2005,BOURGOGNE,DIJON,6158,102561,108719,
Musée Noisot,2005,BOURGOGNE,FIXIN,367,454,821,
Musée des Beaux-Arts,2005,BOURGOGNE,MONTBARD,1315,0,1315,
Musée du Septennat,2005,BOURGOGNE,CHATEAU-CHINON,16481,3958,20439,
Musée du Costume,2005,BOURGOGNE,CHATEAU-CHINON,6954,1698,8652,
Musée Saint-Nazaire,2005,BOURGOGNE,BOURBON-LANCY,21,1658,1679,
Musée Denon,2005,BOURGOGNE,CHALON-SUR-SAONE,1531,9689,11220,
Musée du Prieuré de Charolles,2005,BOURGOGNE,CHAROLLES,1161,915,2076,
Musée des Ursulines,2005,BOURGOGNE,MACON,2459,7090,9549,
Musée Départemental de Préhistoire de Solutré,2005,BOURGOGNE,SOLUTRE-POUILLY,16301,7249,23550,
Musée Bourguignon -  Perrin de Puycousin,2005,BOURGOGNE,TOURNUS,1159,1438,2597,
Maison du Blé et du Pain,2005,BOURGOGNE,VERDUN-SUR-LE-DOUBS,4719,716,5435,
Musée d'Art et d'Histoire,2005,BOURGOGNE,AUXERRE,11287,19179,30466,
Musée de l'Avallonnais Jean Després,2005,BOURGOGNE,AVALLON,0,5519,5519,
Musée Muncipal,2005,BOURGOGNE,SENS,17784,10730,28514,
Musée d'Art et d'Histoire,2005,BRETAGNE,SAINT-BRIEUC,0,53040,53040,
Musée Bigouden,2005,BRETAGNE,PONT-L'ABBE,12974,3260,16234,
Musée des Beaux-Arts,2005,BRETAGNE,QUIMPER,35210,0,35210,
Musée de la Faucillonnaie,2005,BRETAGNE,MONTREUIL-SOUS-PEROUSE,2220,882,3102,
Musée Saint-Nicolas,2005,BRETAGNE,VITRE,3048,667,3715,
Ecomusée de Saint-Dégan,2005,BRETAGNE,BREC'H,9909,719,10628,
Musée du Berry,2005,CENTRE,BOURGES,0,13999,13999,
Musée d'Histoire Naturelle Gabriel Foucher,2005,CENTRE,BOURGES,9272,21091,30363,
Musée Saint-Vic,2005,CENTRE,SAINT-AMAND-MONTROND,878,2343,3221,
Musée d'Art et d'Histoire de Dreux,2005,CENTRE,DREUX,707,7056,7763,
Musée de la Chemiserie et de l'Elégance Masculine,2005,CENTRE,ARGENTON-SUR-CREUSE,4083,4699,8782,
Château Musée,2005,CENTRE,AZAY-LE-FERRON,10110,0,10110,
Musée de Préhistoire du Grand Pressigny,2005,CENTRE,LE GRAND PRESSIGNY,6567,5169,11736,
Musée Lansyer,2005,CENTRE,LOCHES,3656,0,3656,
Musée de l'Hôtel de Ville,2005,CENTRE,RICHELIEU,1079,0,1079,
Musée Municipal,2005,CENTRE,SAINTE-MAURE-DE-TOURAINE,71,54,125,
Musée des Vins de Touraine,2005,CENTRE,TOURS,1916,1470,3386,
Musée du Compagnonnage,2005,CENTRE,TOURS,36713,13401,50114,
Musée de l'Hôtel Goüin,2005,CENTRE,TOURS,3294,9696,12990,
Muséum d'Histoire Naturelle,2005,CENTRE,BLOIS,10583,0,10583,
Château-Musée de Gien,2005,CENTRE,GIEN,17822,1868,19690,
Musée des Sciences Naturelles,2005,CENTRE,ORLEANS,74276,0,74276,
Musée du Feutre,2005,CHAMPAGNE-ARDENNES,MOUZON,10985,1280,12265,
Musée du Château-Fort,2005,CHAMPAGNE-ARDENNES,SEDAN,68208,0,68208,
Musée des Beaux-Arts et d'Archéologie,2005,CHAMPAGNE-ARDENNES,CHAUMONT,4082,368,4450,
Musée de la Coutellerie,2005,CHAMPAGNE-ARDENNES,NOGENT,4185,839,5024,
Ecomusée de la Montagne de Reims,2005,CHAMPAGNE-ARDENNES,POURCY,164,1134,1298,
Musée Napoléonien,2005,CORSE,AJACCIO,4930,2399,7329,
Musée Beurnier-Rossel,2005,FRANCHE-COMTE,MONTBELIARD,5665,5722,11387,
Musée Départemental Albert-et-Félicie Demard - ATP,2005,FRANCHE-COMTE,CHAMPLITTE,17412,0,17412,
Musée Baron Martin,2005,FRANCHE-COMTE,GRAY,6565,5027,11592,
Musée Frédéric Japy,2005,FRANCHE-COMTE,BEAUCOURT,1973,1156,3129,
Forge-Musée,2005,FRANCHE-COMTE,ETUEFFONT,1458,242,1700,
Musée de l'Homme (Muséum National d'Histoire Naturelle),2005,ILE-DE-FRANCE,PARIS,122401,36561,158962,
Galerie de Minéralogie et de Géologie (Muséum d'Histoire Naturelle),2005,ILE-DE-FRANCE,PARIS,18505,6698,25203,
Maison de Victor Hugo,2005,ILE-DE-FRANCE,PARIS,5912,117311,123223,
Musée National Gustave Moreau,2005,ILE-DE-FRANCE,PARIS,20987,11956,32943,
Musée de l'Assistance Publique - Hôpitaux de Paris,2005,ILE-DE-FRANCE,PARIS,11825,10152,21977,
"Petit Palais, Musée des Beaux-Arts de la ville de Paris",2005,ILE-DE-FRANCE,PARIS,0,90213,90213,
Musée de la Musique,2005,ILE-DE-FRANCE,PARIS,98082,21374,119456,
Musée de la Poste,2005,ILE-DE-FRANCE,PARIS,55426,0,55426,
Musée Municipal des Capucins,2005,ILE-DE-FRANCE,COULOMMIERS,1491,1390,2881,
Musée Bossuet,2005,ILE-DE-FRANCE,MEAUX,8127,6750,14877,
Musée Départemental de Préhistoire d'Île de France,2005,ILE-DE-FRANCE,NEMOURS,3360,25457,28817,
Musée d'Art et d'Histoire,2005,ILE-DE-FRANCE,SAINT-DENIS,3599,25299,28898,
Ecomusée du Val de Bièvre,2005,ILE-DE-FRANCE,FRESNES,0,10342,10342,
Musée Camille Pissarro,2005,ILE-DE-FRANCE,PONTOISE,0,4409,4409,
Musée de l'Hôtel-Dieu,2005,ILE-DE-FRANCE,MANTES-LA-JOLIE,3851,1774,5625,
Musée Victor Aubert,2005,ILE-DE-FRANCE,MAULE,0,1100,1100,
Muséum d'Histoire Naturelle,2005,LA REUNION,SAINT-DENIS,12059,27546,39605,
Musée-Bibliothèque Pierre-André Benoît,2005,LANGUEDOC-ROUSSILLON,ALES,0,12849,12849,
Carré d'Art Musée d'Art Contemporain de Nîmes,2005,LANGUEDOC-ROUSSILLON,NIMES,43165,0,43165,
Musée des Vallées Cévenoles,2005,LANGUEDOC-ROUSSILLON,SAINT-JEAN DU GARD,12302,0,12302,
Musée des Beaux-Arts de Béziers,2005,LANGUEDOC-ROUSSILLON,BEZIERS,11560,0,11560,
Musée Archéologique Henri Prades,2005,LANGUEDOC-ROUSSILLON,LATTES,3546,2191,5737,
Musée du Vieux Montpellier,2005,LANGUEDOC-ROUSSILLON,MONTPELLIER,0,5591,5591,
Agropolis-Muséum,2005,LANGUEDOC-ROUSSILLON,MONTPELLIER,13380,0,13380,
Musée de Préhistoire Régionale et du Mégalithisme,2005,LANGUEDOC-ROUSSILLON,SAINT-PONS-DE-THOMIERES,1406,89,1495,
Muséum d'Histoire Naturelle,2005,LANGUEDOC-ROUSSILLON,PERPIGNAN,323,3166,3489,
Musée Hyacinthe Rigaud,2005,LANGUEDOC-ROUSSILLON,PERPIGNAN,3322,2690,6012,
Musée des Monnaies et Médailles Joseph Puig,2005,LANGUEDOC-ROUSSILLON,PERPIGNAN,190,949,1139,
Musée de Tautavel,2005,LANGUEDOC-ROUSSILLON,TAUTAVEL,77346,10093,87439,
Musée d'Art et d'Archéologie,2005,LIMOUSIN,GUERET,4968,5239,10207,
Musée de l'Evêché,2005,LIMOUSIN,LIMOGES,0,44991,44991,
Musée Jeanne d'Arc,2005,LORRAINE,VAUCOULEURS,916,598,1514,
Maison du Verre et du Cristal,2005,LORRAINE,MEISENTHAL,15609,1511,17120,
Moulin de la Blies - Musée des Techniques Faïencières,2005,LORRAINE,SARREGUEMINES,8950,4699,13649,
"Jardin d'Hiver, Musée de La Faïence",2005,LORRAINE,SARREGUEMINES,7498,4729,12227,
Musée de l'Image,2005,LORRAINE,EPINAL,21469,9882,31351,
Musée Charles de Bruyères,2005,LORRAINE,REMIREMONT,900,4074,4974,
Musée Municipal de Millau,2005,MIDI-PYRENEES,MILLAU,15704,11270,26974,
Musée des Beaux-Arts Denys Puech,2005,MIDI-PYRENEES,RODEZ,947,11670,12617,
Musée de l'Armagnac,2005,MIDI-PYRENEES,CONDOM,3916,76,3992,
Musée Municipal,2005,MIDI-PYRENEES,MARTRES-TOLOSANE,0,745,745,
Musée Saint-Raymond,2005,MIDI-PYRENEES,TOULOUSE,16221,36717,52938,
Musée de l'Automate,2005,MIDI-PYRENEES,SOUILLAC,27200,0,27200,
Musée Jean Jaurès,2005,MIDI-PYRENEES,CASTRES,1380,6535,7915,
Muséum d'histoire naturelle Philadelphe Thomas,2005,MIDI-PYRENEES,GAILLAC,596,2419,3015,
Musée Départemental du Textile,2005,MIDI-PYRENEES,LA-BASTIDE-ROUAIROUX,3222,3978,7200,
Musée des arts et traditions populaires,2005,MIDI-PYRENEES,MOISSAC,4704,1606,6310,
Musée Théophile Jouglet,2005,NORD-PAS-DE-CALAIS,ANZIN,0,2800,2800,
"Musée de la Mine, Centre Historique Minier",2005,NORD-PAS-DE-CALAIS,LEWARDE,134163,11831,145994,
Musée de l'Hospice Comtesse,2005,NORD-PAS-DE-CALAIS,LILLE,7199,48537,55736,
Palais des Beaux-Arts de Lille,2005,NORD-PAS-DE-CALAIS,LILLE,202535,30355,232890,
Musée d'Histoire et d'Archéologie,2005,NORD-PAS-DE-CALAIS,HARNES,0,1414,1414,
Musée de la Mine,2005,BASSE-NORMANDIE,LE MOLAY-LITTRY,6283,721,7004,
Musée et Sites archéologiques de Vieux-la-Romaine,2005,BASSE-NORMANDIE,VIEUX,9610,17709,27319,
Musée Municipal d'Avranches,2005,BASSE-NORMANDIE,AVRANCHES,3218,2186,5404,
Musée de la Guerre et de la Libération,2005,BASSE-NORMANDIE,CHERBOURG-EN-COTENTIN,4426,4453,8879,
Musée Richard Anacréon,2005,BASSE-NORMANDIE,GRANVILLE,5588,4624,10212,
Musée Municipal d'Archéologie,2005,BASSE-NORMANDIE,L'AIGLE,820,0,820,
Musée du Percheron,2005,BASSE-NORMANDIE,MORTAGNE-AU-PERCHE,0,825,825,
Musée Municipal,2005,HAUTE-NORMANDIE,BERNAY,1753,6652,8405,
Musée Alfred Canel,2005,HAUTE-NORMANDIE,PONT-AUDEMER,1165,1847,3012,
Musée Louis-Philippe du Château d'Eu,2005,HAUTE-NORMANDIE,EU,8405,3477,11882,
Muséum d'Histoire Naturelle,2005,HAUTE-NORMANDIE,LE HAVRE,0,23103,23103,
Musée Départemental Pierre Corneille,2005,HAUTE-NORMANDIE,LE PETIT-COURONNE,905,2363,3268,
Musée Industriel de la Corderie Vallois,2005,HAUTE-NORMANDIE,NOTRE-DAME-DE-BONDEVILLE,2192,6321,8513,
Musée-Maison Natale Pierre Corneille,2005,HAUTE-NORMANDIE,ROUEN,532,536,1068,
Musée Le Secq des Tournelles,2005,HAUTE-NORMANDIE,ROUEN,5982,7061,13043,
Musée Municipal des Ivoires,2005,HAUTE-NORMANDIE,YVETOT,817,255,1072,
Musée de la Reine Bérengère,2005,PAYS DE LA LOIRE,LE MANS,3674,3044,6718,
Centre Minier de Faymoreau,2005,PAYS DE LA LOIRE,FAYMOREAU,20633,6108,26741,
Musée Clemenceau et de Lattre-de-Tassigny,2005,PAYS DE LA LOIRE,MOUILLERON-EN-PAREDS,1840,1008,2848,
Familistère de Guise,2005,PICARDIE,GUISE,22951,0,22951,
Musée Jeanne d'Aboville,2005,PICARDIE,LA FERE,307,105,412,
Musée Entomologique,2005,PICARDIE,SAINT-QUENTIN,4350,3630,7980,
Musée Départemental de l'Abbaye de Saint-Riquier,2005,PICARDIE,ABBEVILLE,0,22516,22516,
Musée de Picardie,2005,PICARDIE,AMIENS,15287,35180,50467,
Musée-Historial de la Grande Guerre,2005,PICARDIE,PERONNE,73094,0,73094,
Musée Municipal de Cognac,2005,POITOU-CHARENTES,COGNAC,1564,5370,6934,
Musée du Nouveau Monde,2005,POITOU-CHARENTES,LA ROCHELLE,4345,5277,9622,
Musée des Beaux-Arts,2005,POITOU-CHARENTES,LA ROCHELLE,2580,5163,7743,
Musée Henri Barré,2005,POITOU-CHARENTES,THOUARS,1234,0,1234,
"Musée de la Moto, de l'Automobile et du Vélo",2005,POITOU-CHARENTES,CHATELLERAULT,4869,5963,10832,
Musée Municipal de Civray,2005,POITOU-CHARENTES,CIVRAY,0,509,509,
Musée départemental de préhistoire,2005,PROVENCE-ALPES-CÔTE D'AZUR,QUINSON,65787,10002,75789,
Musée d'Histoire Locale,2005,PROVENCE-ALPES-CÔTE D'AZUR,BIOT,2211,4547,6758,
Musée de la Mer,2005,PROVENCE-ALPES-CÔTE D'AZUR,CANNES,40429,28622,69051,
Villa-Musée Jean-Honoré Fragonard,2005,PROVENCE-ALPES-CÔTE D'AZUR,GRASSE,2774,1197,3971,
Musée des Beaux-Arts,2005,PROVENCE-ALPES-CÔTE D'AZUR,MENTON,0,11652,11652,
Musée Archéologique - Site de  Cimiez,2005,PROVENCE-ALPES-CÔTE D'AZUR,NICE,9201,20170,29371,
Musée d'Art Naïf Anatole Jakovsky,2005,PROVENCE-ALPES-CÔTE D'AZUR,NICE,3944,17621,21565,
Musée National Message Biblique Marc Chagall,2005,PROVENCE-ALPES-CÔTE D'AZUR,NICE,82535,58787,141322,
Musée des Beaux-Arts Jules Chéret,2005,PROVENCE-ALPES-CÔTE D'AZUR,NICE,20373,34808,55181,
Musée Matisse,2005,PROVENCE-ALPES-CÔTE D'AZUR,NICE,76068,48341,124409,
Musées de la Citadelle,2005,PROVENCE-ALPES-CÔTE D'AZUR,VILLEFRANCHE-SUR-MER,0,31736,31736,
Muséum d'Histoire Naturelle,2005,PROVENCE-ALPES-CÔTE D'AZUR,AIX-EN-PROVENCE,11650,20041,31691,
Fondation Louis Jou,2005,PROVENCE-ALPES-CÔTE D'AZUR,LES-BAUX-DE-PROVENCE,106,1250,1356,
Musée Frédéric Mistral,2005,PROVENCE-ALPES-CÔTE D'AZUR,MAILLANE,2408,1075,3483,
Musée des Beaux-Arts de Marseille,2005,PROVENCE-ALPES-CÔTE D'AZUR,MARSEILLE,4944,9041,13985,
Musée d'Art Contemporain - Galeries Contemporaines,2005,PROVENCE-ALPES-CÔTE D'AZUR,MARSEILLE,5909,14118,20027,
Musée Suffren et du Vieux Saint-Cannat,2005,PROVENCE-ALPES-CÔTE D'AZUR,SAINT-CANNAT,0,7659,7659,
Musée du Pays Brignolais,2005,PROVENCE-ALPES-CÔTE D'AZUR,BRIGNOLES,2077,1510,3587,
Musée Municipal,2005,PROVENCE-ALPES-CÔTE D'AZUR,DRAGUIGNAN,0,10235,10235,
Musée Archéologique Municipal,2005,PROVENCE-ALPES-CÔTE D'AZUR,FREJUS,0,6215,6215,
Musée Archéologique,2005,PROVENCE-ALPES-CÔTE D'AZUR,SAINT-RAPHAËL,0,7881,7881,
Musée du Vêtement Provençal (Jean Aicard),2005,PROVENCE-ALPES-CÔTE D'AZUR,SOLLIES-VILLE,0,4087,4087,
Musée d'Art et d'Archéologie,2005,PROVENCE-ALPES-CÔTE D'AZUR,TOULON,0,13195,13195,
Synagogue Musée Juif Comtadin,2005,PROVENCE-ALPES-CÔTE D'AZUR,CAVAILLON,3293,3390,6683,
Musée Marc Deydier,2005,PROVENCE-ALPES-CÔTE D'AZUR,CUCURON,0,2340,2340,
Musée-Bibliothèque François Pétrarque,2005,PROVENCE-ALPES-CÔTE D'AZUR,FONTAINE-DE-VAUCLUSE,2984,0,2984,
Musée Municipal Camille Pautet,2005,PROVENCE-ALPES-CÔTE D'AZUR,MAZAN,0,1539,1539,
Musée Archéologique Théo Desplans,2005,PROVENCE-ALPES-CÔTE D'AZUR,VAISON-LA-ROMAINE,65519,0,65519,
Musée Archéologique,2005,RHONE-ALPES,IZERNORE,0,386,386,
Musée du Bugey-Valmorey,2005,RHONE-ALPES,LOCHIEU,4211,298,4509,
Musée Départemental du Revermont,2005,RHONE-ALPES,VAL-REVERMONT,8080,11446,19526,
Musée de la Batellerie du Rhône,2005,RHONE-ALPES,SERRIERES,440,0,440,
Musée d'Huez et de l'Oisans,2005,RHONE-ALPES,ALPE D'HUEZ,2703,2191,4894,
Musée - Parc Archéologique du Lac de Paladru,2005,RHONE-ALPES,CHARAVINES,10871,0,10871,
Musée de Grenoble,2005,RHONE-ALPES,GRENOBLE,144401,0,144401,
Musée Dauphinois,2005,RHONE-ALPES,GRENOBLE,0,52344,52344,
Musée Hector Berlioz,2005,RHONE-ALPES,LA-COTE-SAINT-ANDRE,0,12415,12415,
Musée Lapidaire Saint-Pierre,2005,RHONE-ALPES,VIENNE,1762,3373,5135,
Atelier - Musée du Chapeau,2005,RHONE-ALPES,CHAZELLES-SUR-LYON,14432,2991,17423,
Musée d'Archéologie,2005,RHONE-ALPES,FEURS,849,3427,4276,
Musée d'Allard,2005,RHONE-ALPES,MONTBRISON,3901,4231,8132,
Musée Folklorique du Vieux Saint-Etienne,2005,RHONE-ALPES,SAINT-ETIENNE,1178,0,1178,
Musée Rural,2005,RHONE-ALPES,USSON-EN-FOREZ,6842,1337,8179,
Lugdunum - Musée et Théâtres Romains,2005,RHONE-ALPES,LYON,50989,54934,105923,
Muséum d'Histoire Naturelle,2005,RHONE-ALPES,LYON,41617,39229,80846,
Centre d'Histoire de la Résistance et de la Déportation,2005,RHONE-ALPES,LYON,17637,43024,60661,
Musée Henri Malartre,2005,RHONE-ALPES,ROCHETAILLEE-SUR-SAONE,43240,0,43240,
Musée Archéologique,2005,RHONE-ALPES,SAINT-ROMAIN-EN-GAL,21649,51832,73481,
Musée de l'Académie de La Val d'Isère,2005,RHONE-ALPES,MOÛTIERS,306,307,613,
Musée de la Poterie,2006,ALSACE,BETSCHDORF,2573,298,2871,
Musée Alsacien,2006,ALSACE,HAGUENAU,1591,2013,3604,
Musée Historique,2006,ALSACE,HAGUENAU,2155,3640,5795,
Musée Archéologique,2006,ALSACE,STRASBOURG,19061,31248,50309,
Musée Zoologique de Strasbourg,2006,ALSACE,STRASBOURG,11965,24583,36548,
Musée J.F. Oberlin,2006,ALSACE,WALDERSBACH,19063,2341,21404,
Musée d'Histoire Local,2006,ALSACE,KAYSERSBERG,248,149,397,
Musée du Vignoble et des Vins d'Alsace,2006,ALSACE,KAYSERSBERG VIGNOBLE,3480,22,3502,
Musée National de l'Automobile - Collection Schlumpf,2006,ALSACE,MULHOUSE,155287,31721,187008,
Musée Minéralogique de la Société Industrielle de Mulhouse,2006,ALSACE,MULHOUSE,0,130,130,
Maison du Sundgau - Musée Paysan,2006,ALSACE,OLTINGUE,1373,193,1566,
Musée du Dolder,2006,ALSACE,RIQUEWIHR,4134,486,4620,
Musée du Site Médiéval,2006,AQUITAINE,SAINT-AVIT-SENIEUR,1169,0,1169,
Musée d'Art et Traditions Populaires,2006,AQUITAINE,VILLEFRANCHE-DE-LONCHAT,0,930,930,
Musée d'Art et d'Histoire du Cap de Gascogne,2006,AQUITAINE,SAINT-SEVER,0,1500,1500,
Musée Municipal Albert Marzelles,2006,AQUITAINE,MARMANDE,0,5810,5810,
Musée Municipal (Moulin de Gajac),2006,AQUITAINE,VILLENEUVE-SUR-LOT,3160,4321,7481,
Musée Bonnat,2006,AQUITAINE,BAYONNE,14519,15180,29699,
Musée Bernadotte,2006,AQUITAINE,PAU,3595,0,3595,
Musée Municipal de Souvigny,2006,AUVERGNE,SOUVIGNY,5704,1187,6891,
Musée de la Haute Auvergne,2006,AUVERGNE,SAINT-FLOUR,4781,3791,8572,
Musée des Arts et Traditions Populaires de Haute Loire,2006,AUVERGNE,LAVAUDIEU,12129,465,12594,
Musée d'Archéologie Bargoin,2006,AUVERGNE,CLERMONT-FERRAND,3129,16843,19972,
Musée du Vin de Bourgogne,2006,BOURGOGNE,BEAUNE,20683,4104,24787,
"Musée de la Vie Bourguignonne, Perrin de Puycousin",2006,BOURGOGNE,DIJON,0,34844,34844,
Musée d'Art Sacré,2006,BOURGOGNE,DIJON,0,7092,7092,
Musée Municipal François Pompon,2006,BOURGOGNE,SAULIEU,2830,974,3804,
Musée d'Art et d'Histoire Romain Rolland,2006,BOURGOGNE,CLAMECY,1801,3984,5785,
Musée de la Loire,2006,BOURGOGNE,COSNE-SUR-LOIRE,708,2833,3541,
Musée Rolin,2006,BOURGOGNE,AUTUN,17270,4551,21821,
Musée Saint-Nazaire,2006,BOURGOGNE,BOURBON-LANCY,62,2872,2934,
Musée Denon,2006,BOURGOGNE,CHALON-SUR-SAONE,1127,11007,12134,
Musée Nicéphore Niepce,2006,BOURGOGNE,CHALON-SUR-SAONE,5258,13555,18813,
Musée des Ursulines,2006,BOURGOGNE,MACON,1730,6152,7882,
Musée Lamartine,2006,BOURGOGNE,MACON,1314,1367,2681,
Musée de la Tour du Moulin,2006,BOURGOGNE,MARCIGNY,1403,255,1658,
Musée du Terroir,2006,BOURGOGNE,ROMENAY,296,157,453,
Musée Leblanc-Duvernois,2006,BOURGOGNE,AUXERRE,893,1491,2384,
Musée de l'Avallonnais Jean Després,2006,BOURGOGNE,AVALLON,0,5658,5658,
Musée de la Pêche,2006,BRETAGNE,CONCARNEAU,33612,2343,35955,
Musée des Meilleurs Ouvriers de France,2006,CENTRE,BOURGES,0,19594,19594,
Muséum des Sciences Naturelles et de Préhistoire,2006,CENTRE,CHARTRES,1033,10636,11669,
Musée George Sand et de la Vallée Noire,2006,CENTRE,LA CHATRE,2879,1031,3910,
Musée de l'Hôtel Goüin,2006,CENTRE,TOURS,3178,7880,11058,
Musée de Minerve,2006,CENTRE,YZEURES-SUR-CREUSE,0,1020,1020,
Maison de la Magie,2006,CENTRE,BLOIS,54835,10720,65555,
Musée de Vendôme,2006,CENTRE,VENDOME,1463,7510,8973,
Musée Municipal Théâtre Forain et Archéologique,2006,CENTRE,ARTENAY,2055,3573,5628,
Musée des Beaux-Arts,2006,CENTRE,ORLEANS,6213,55517,61730,
Maison de l'Outil  et de la Pensée Ouvrière,2006,CHAMPAGNE-ARDENNES,TROYES,16321,6004,22325,
Musée des Beaux-Arts (Musée Pic Saint-Loup),2006,CHAMPAGNE-ARDENNES,TROYES,3204,7134,10338,
Musée d'Art Moderne,2006,CHAMPAGNE-ARDENNES,TROYES,13503,12270,25773,
Musée des Beaux-Arts et d'Archéologie,2006,CHAMPAGNE-ARDENNES,CHAUMONT,793,3751,4544,
Musée d'Art et d'Histoire,2006,CHAMPAGNE-ARDENNES,LANGRES,0,12623,12623,
Musée Municipal,2006,CHAMPAGNE-ARDENNES,CHALONS-EN-CHAMPAGNE,12428,0,12428,
Musée Garinet,2006,CHAMPAGNE-ARDENNES,CHALONS-EN-CHAMPAGNE,630,152,782,
Musée Hôtel le Vergeur,2006,CHAMPAGNE-ARDENNES,REIMS,8569,6548,15117,
Musée Saint-Rémi,2006,CHAMPAGNE-ARDENNES,REIMS,40654,0,40654,
Musée des Beaux-Arts de Saint-Denis,2006,CHAMPAGNE-ARDENNES,REIMS,9226,36593,45819,
Musée de l'Alta Rocca,2006,CORSE,LEVIE,4660,0,4660,
Ecomusée du Pays de la Cerise,2006,FRANCHE-COMTE,FOUGEROLLES,4934,0,4934,
Musée Départemental de la Montagne Albert Demard,2006,FRANCHE-COMTE,LE HAUT-DU-THEM,4385,3900,8285,
Musée du Jouet,2006,FRANCHE-COMTE,MOIRANS-EN-MONTAGNE,29120,1670,30790,
Musée des Salines,2006,FRANCHE-COMTE,SALINS-LES-BAINS,46042,5072,51114,
Musée de l'Artisanat Jurassien,2006,FRANCHE-COMTE,VOITEUR,0,8417,8417,
Musée Frédéric Japy,2006,FRANCHE-COMTE,BEAUCOURT,3142,0,3142,
Forge-Musée,2006,FRANCHE-COMTE,ETUEFFONT,1680,0,1680,
Musée Précolombien Edgar Clerc,2006,GUADELOUPE,LE MOULE,0,2691,2691,
Musée Municipal Saint-John Perse,2006,GUADELOUPE,POINTE-A-PITRE,2893,0,2893,
Musée Territorial Alexandre Franconie,2006,GUYANE,CAYENNE,5786,0,5786,
Musée Français de la Photographie,2006,ILE-DE-FRANCE,BIEVRES,2361,1964,4325,
Musée Municipal d'Art et d'Histoire,2006,ILE-DE-FRANCE,COLOMBES,0,4562,4562,
Musée - Atelier Rodin (Annexe du musée de Paris),2006,ILE-DE-FRANCE,MEUDON,2890,3056,5946,
Musée de l'Homme (Muséum National d'Histoire Naturelle),2006,ILE-DE-FRANCE,PARIS,113713,51704,165417,
Maison de Victor Hugo,2006,ILE-DE-FRANCE,PARIS,20814,106416,127230,
Musée des Arts d'Afrique et d'Océanie - Aquarium,2006,ILE-DE-FRANCE,PARIS,134029,83644,217673,
Musée National Picasso,2006,ILE-DE-FRANCE,PARIS,290281,210779,501060,
Mémorial du Maréchal Leclerc de Hauteclocque et de la Libération de Paris-musée Jean Moulin,2006,ILE-DE-FRANCE,PARIS,2316,11954,14270,
Musée National Auguste Rodin,2006,ILE-DE-FRANCE,PARIS,341671,273196,614867,
Musée National d'Art Moderne (Centre National d'Art et de Culture Georges Pompidou),2006,ILE-DE-FRANCE,PARIS,2711331,0,2711331,
Musée de la Poste,2006,ILE-DE-FRANCE,PARIS,15394,46091,61485,
Musée d'Art et d'Histoire Militaire,2006,ILE-DE-FRANCE,FONTAINEBLEAU,1112,3031,4143,
Musée Henri Chapu,2006,ILE-DE-FRANCE,LE MEE-SUR-SEINE,0,964,964,
Musée Municipal,2006,ILE-DE-FRANCE,MORET-SUR-LOING,0,6178,6178,
